experiment_type,factor,weather,log_path,epochs_logged,complete,accuracy_values,accuracy_mean,accuracy_std,precision_macro_values,precision_macro_mean,precision_macro_std,recall_macro_values,recall_macro_mean,recall_macro_std,f1_macro_values,f1_macro_mean,f1_macro_std,precision_micro_values,precision_micro_mean,precision_micro_std,recall_micro_values,recall_micro_mean,recall_micro_std,f1_micro_values,f1_micro_mean,f1_micro_std,val_class_coverage_values,val_class_coverage_mean,val_class_coverage_std,val_present_classes_values,val_present_classes_mean,val_present_classes_std,val_total_classes_values,val_total_classes_mean,val_total_classes_std,val_samples_values,val_samples_mean,val_samples_std
module,without_tensor_without_ot,逆光,/home/lixiang/lx/JMDA/Ablation/logs_module/without_tensor_without_ot_逆光_20260713_164332.log,500,True,0.5167|0.5556|0.5861|0.5889|0.5222,0.5539,0.0305,0.7448|0.7364|0.6385|0.6433|0.5139,0.6554,0.0837,0.6354|0.6850|0.6819|0.7019|0.6687,0.6746,0.0223,0.6080|0.6312|0.6365|0.6432|0.5360,0.611,0.0393,0.5167|0.5556|0.5861|0.5889|0.5222,0.5539,0.0305,0.5167|0.5556|0.5861|0.5889|0.5222,0.5539,0.0305,0.5167|0.5556|0.5861|0.5889|0.5222,0.5539,0.0305,0.6429|0.6429|0.6429|0.6429|0.6429,0.6429,0.0,9.0000|9.0000|9.0000|9.0000|9.0000,9.0,0.0,14.0000|14.0000|14.0000|14.0000|14.0000,14.0,0.0,36.0000|36.0000|36.0000|36.0000|36.0000,36.0,0.0
module,with_tensor_without_ot,雨天,/home/lixiang/lx/JMDA/Ablation/logs_module/with_tensor_without_ot_雨天_20260713_182044.log,500,True,0.8846|0.6154|0.4731|0.7231|0.6038,0.66,0.1375,0.9090|0.6981|0.3474|0.7286|0.6421,0.665,0.1823,0.8750|0.7417|0.5433|0.7750|0.7167,0.7303,0.1079,0.8659|0.6315|0.3976|0.7091|0.6375,0.6483,0.1512,0.8846|0.6154|0.4731|0.7231|0.6038,0.66,0.1375,0.8846|0.6154|0.4731|0.7231|0.6038,0.66,0.1375,0.8846|0.6154|0.4731|0.7231|0.6038,0.66,0.1375,0.4286|0.4286|0.4286|0.4286|0.4286,0.4286,0.0,6.0000|6.0000|6.0000|6.0000|6.0000,6.0,0.0,14.0000|14.0000|14.0000|14.0000|14.0000,14.0,0.0,26.0000|26.0000|26.0000|26.0000|26.0000,26.0,0.0
module,without_tensor_with_ot,雨天,/home/lixiang/lx/JMDA/Ablation/logs_module/without_tensor_with_ot_雨天_20260713_180650.log,500,True,0.6846|0.6654|0.7385|0.7154|0.6692,0.6946,0.0281,0.7083|0.7107|0.7159|0.8509|0.6849,0.7342,0.0593,0.6767|0.6542|0.7021|0.7275|0.6533,0.6827,0.0286,0.6302|0.6138|0.6578|0.7227|0.5942,0.6437,0.0447,0.6846|0.6654|0.7385|0.7154|0.6692,0.6946,0.0281,0.6846|0.6654|0.7385|0.7154|0.6692,0.6946,0.0281,0.6846|0.6654|0.7385|0.7154|0.6692,0.6946,0.0281,0.4286|0.4286|0.4286|0.4286|0.4286,0.4286,0.0,6.0000|6.0000|6.0000|6.0000|6.0000,6.0,0.0,14.0000|14.0000|14.0000|14.0000|14.0000,14.0,0.0,26.0000|26.0000|26.0000|26.0000|26.0000,26.0,0.0
module,without_tensor_without_ot,雨天,/home/lixiang/lx/JMDA/Ablation/logs_module/without_tensor_without_ot_雨天_20260713_175247.log,500,True,0.7385|0.7077|0.8423|0.5346|0.6154,0.6877,0.1054,0.7222|0.7050|0.8989|0.6083|0.6484,0.7166,0.0998,0.7025|0.6842|0.8396|0.5042|0.5517,0.6564,0.1188,0.6696|0.6335|0.8280|0.4742|0.5567,0.6324,0.1187,0.7385|0.7077|0.8423|0.5346|0.6154,0.6877,0.1054,0.7385|0.7077|0.8423|0.5346|0.6154,0.6877,0.1054,0.7385|0.7077|0.8423|0.5346|0.6154,0.6877,0.1054,0.4286|0.4286|0.4286|0.4286|0.4286,0.4286,0.0,6.0000|6.0000|6.0000|6.0000|6.0000,6.0,0.0,14.0000|14.0000|14.0000|14.0000|14.0000,14.0,0.0,26.0000|26.0000|26.0000|26.0000|26.0000,26.0,0.0
module,with_tensor_without_ot,雾天,/home/lixiang/lx/JMDA/Ablation/logs_module/with_tensor_without_ot_雾天_20260713_204034.log,500,True,0.8591|0.8574|0.7983|0.8643|0.7948,0.8348,0.0313,0.8988|0.8808|0.7380|0.7307|0.8129,0.8123,0.0698,0.7448|0.7587|0.6310|0.7077|0.6990,0.7083,0.0446,0.7755|0.7885|0.6171|0.7107|0.7246,0.7233,0.0607,0.8591|0.8574|0.7983|0.8643|0.7948,0.8348,0.0313,0.8591|0.8574|0.7983|0.8643|0.7948,0.8348,0.0313,0.8591|0.8574|0.7983|0.8643|0.7948,0.8348,0.0313,0.6429|0.6429|0.6429|0.6429|0.6429,0.6429,0.0,9.0000|9.0000|9.0000|9.0000|9.0000,9.0,0.0,14.0000|14.0000|14.0000|14.0000|14.0000,14.0,0.0,115.0000|115.0000|115.0000|115.0000|115.0000,115.0,0.0
module,without_tensor_with_ot,雾天,/home/lixiang/lx/JMDA/Ablation/logs_module/without_tensor_with_ot_雾天_20260713_193645.log,500,True,0.8696|0.8652|0.7652|0.8478|0.8496,0.8395,0.0381,0.8912|0.7901|0.6936|0.7556|0.7681,0.7797,0.0643,0.7807|0.7618|0.6623|0.7390|0.7676,0.7423,0.0422,0.8032|0.7658|0.6497|0.7302|0.7551,0.7408,0.0513,0.8696|0.8652|0.7652|0.8478|0.8496,0.8395,0.0381,0.8696|0.8652|0.7652|0.8478|0.8496,0.8395,0.0381,0.8696|0.8652|0.7652|0.8478|0.8496,0.8395,0.0381,0.6429|0.6429|0.6429|0.6429|0.6429,0.6429,0.0,9.0000|9.0000|9.0000|9.0000|9.0000,9.0,0.0,14.0000|14.0000|14.0000|14.0000|14.0000,14.0,0.0,115.0000|115.0000|115.0000|115.0000|115.0000,115.0,0.0
module,without_tensor_without_ot,雾天,/home/lixiang/lx/JMDA/Ablation/logs_module/without_tensor_without_ot_雾天_20260713_183457.log,500,True,0.7261|0.6948|0.7487|0.7591|0.7139,0.7285,0.0232,0.7720|0.6820|0.6794|0.7039|0.6723,0.7019,0.0366,0.6739|0.6422|0.6725|0.6987|0.6707,0.6716,0.0179,0.6865|0.6228|0.6500|0.6712|0.6431,0.6547,0.0222,0.7261|0.6948|0.7487|0.7591|0.7139,0.7285,0.0232,0.7261|0.6948|0.7487|0.7591|0.7139,0.7285,0.0232,0.7261|0.6948|0.7487|0.7591|0.7139,0.7285,0.0232,0.6429|0.6429|0.6429|0.6429|0.6429,0.6429,0.0,9.0000|9.0000|9.0000|9.0000|9.0000,9.0,0.0,14.0000|14.0000|14.0000|14.0000|14.0000,14.0,0.0,115.0000|115.0000|115.0000|115.0000|115.0000,115.0,0.0
module,with_tensor_without_ot,黑天,/home/lixiang/lx/JMDA/Ablation/logs_module/with_tensor_without_ot_黑天_20260713_235929.log,500,True,0.7750|0.8800|0.6392|0.8675|0.8625,0.8048,0.0908,0.7926|0.9128|0.6257|0.8460|0.7838,0.7922,0.0951,0.7277|0.9139|0.6822|0.7885|0.7695,0.7764,0.0779,0.7314|0.9102|0.6223|0.8080|0.7718,0.7687,0.0943,0.7750|0.8800|0.6392|0.8675|0.8625,0.8048,0.0908,0.7750|0.8800|0.6392|0.8675|0.8625,0.8048,0.0908,0.7750|0.8800|0.6392|0.8675|0.8625,0.8048,0.0908,0.5714|0.5714|0.5714|0.5714|0.5714,0.5714,0.0,8.0000|8.0000|8.0000|8.0000|8.0000,8.0,0.0,14.0000|14.0000|14.0000|14.0000|14.0000,14.0,0.0,120.0000|120.0000|120.0000|120.0000|120.0000,120.0,0.0
module,without_tensor_with_ot,黑天,/home/lixiang/lx/JMDA/Ablation/logs_module/without_tensor_with_ot_黑天_20260713_225244.log,500,True,0.8517|0.8342|0.8383|0.8708|0.8108,0.8412,0.0198,0.9584|0.9009|0.9059|0.8692|0.9486,0.9166,0.0328,0.7627|0.7638|0.8732|0.7837|0.7743,0.7915,0.0415,0.8119|0.8058|0.8841|0.7991|0.8294,0.8261,0.0307,0.8517|0.8342|0.8383|0.8708|0.8108,0.8412,0.0198,0.8517|0.8342|0.8383|0.8708|0.8108,0.8412,0.0198,0.8517|0.8342|0.8383|0.8708|0.8108,0.8412,0.0198,0.5714|0.5714|0.5714|0.5714|0.5714,0.5714,0.0,8.0000|8.0000|8.0000|8.0000|8.0000,8.0,0.0,14.0000|14.0000|14.0000|14.0000|14.0000,14.0,0.0,120.0000|120.0000|120.0000|120.0000|120.0000,120.0,0.0
module,without_tensor_without_ot,黑天,/home/lixiang/lx/JMDA/Ablation/logs_module/without_tensor_without_ot_黑天_20260713_214532.log,500,True,0.7275|0.7350|0.7450|0.7208|0.7517,0.736,0.0112,0.7639|0.7958|0.7708|0.6960|0.7528,0.7559,0.0331,0.6136|0.6496|0.7228|0.6116|0.6973,0.659,0.0446,0.6398|0.6920|0.7099|0.6401|0.7134,0.679,0.0327,0.7275|0.7350|0.7450|0.7208|0.7517,0.736,0.0112,0.7275|0.7350|0.7450|0.7208|0.7517,0.736,0.0112,0.7275|0.7350|0.7450|0.7208|0.7517,0.736,0.0112,0.5714|0.5714|0.5714|0.5714|0.5714,0.5714,0.0,8.0000|8.0000|8.0000|8.0000|8.0000,8.0,0.0,14.0000|14.0000|14.0000|14.0000|14.0000,14.0,0.0,120.0000|120.0000|120.0000|120.0000|120.0000,120.0,0.0
